City_ID,City,Country,Lat,Lng,Current Description,Max Temp,Cloudiness,Humidity,Rain (inches),Snow (inches),Wind Speed
274,morgan city,US,29.7,-91.21,clear sky,87.8,1,74,0.0,0,6.93
275,burnie,AU,-41.07,145.92,scattered clouds,48.0,25,66,0.0,0,5.99
276,perry,US,37.25,-83.2,clear sky,84.2,1,51,0.0,0,3.96
277,saint-augustin,CA,51.23,-58.65,broken clouds,47.98,54,83,0.0,0,3.47
278,nanortalik,GL,60.14,-45.24,overcast clouds,43.39,100,77,0.0,0,5.35
279,saint george,US,37.1,-113.58,clear sky,97.0,1,11,0.0,0,16.11
280,ottawa,CA,45.41,-75.7,broken clouds,75.99,75,88,0.0,0,4.7
281,shakhtinsk,KZ,49.71,72.59,broken clouds,51.8,75,93,0.0,0,6.71
282,ifanadiana,MG,-21.3,47.63,scattered clouds,55.27,34,93,0.0,0,2.8
283,hervey bay,AU,-25.3,152.85,clear sky,64.99,0,81,0.0,0,5.99
284,mecca,SA,21.43,39.83,few clouds,88.23,16,13,0.0,0,5.44
285,staryy krym,UA,45.03,35.1,clear sky,70.11,2,77,0.0,0,4.72
286,montego bay,JM,18.47,-77.92,scattered clouds,86.0,40,66,0.0,0,8.05
287,pevek,RU,69.7,170.31,overcast clouds,42.19,100,85,0.0,0,12.66
288,adrar,MR,20.5,-10.07,scattered clouds,95.09,38,16,0.0,0,2.75
289,anadyr,RU,64.75,177.48,few clouds,59.0,15,54,0.0,0,15.66
290,batagay,RU,67.63,134.63,clear sky,67.69,9,33,0.0,0,4.76
291,havoysund,NO,71.0,24.66,light intensity drizzle,42.8,75,93,0.0,0,18.34
292,los llanos de aridane,ES,28.66,-17.92,overcast clouds,73.4,90,73,0.0,0,19.46
293,carolina,PR,18.38,-65.96,shower rain,84.2,40,83,0.0,0,10.29
294,rawson,AR,-43.3,-65.1,broken clouds,46.98,71,64,0.0,0,10.92
295,verkhnevilyuysk,RU,63.45,120.32,broken clouds,65.57,56,43,0.0,0,12.93
296,asyut,EG,27.18,31.18,clear sky,79.3,0,23,0.0,0,4.63
297,jizan,SA,17.33,42.67,overcast clouds,91.4,88,63,0.0,0,5.93
298,acari,PE,-15.43,-74.62,few clouds,60.96,21,66,0.0,0,4.03
299,okhotsk,RU,59.38,143.3,overcast clouds,54.97,95,78,0.0,0,6.69
300,taoudenni,ML,22.68,-3.98,clear sky,96.71,3,9,0.0,0,6.24
301,araouane,ML,18.9,-3.53,clear sky,98.02,2,9,0.0,0,6.76
302,saint-pierre,RE,-21.34,55.48,clear sky,60.8,8,77,0.0,0,5.82
303,canon city,US,38.44,-105.24,scattered clouds,89.01,28,12,0.0,0,1.99
304,priiskovyy,RU,51.93,116.63,few clouds,72.91,13,55,0.0,0,3.31
305,faya,SA,18.39,42.45,overcast clouds,68.0,86,63,0.0,0,1.54
306,awbari,LY,26.59,12.78,clear sky,82.94,0,15,0.0,0,9.33
307,guilin,CN,25.28,110.29,overcast clouds,78.8,90,94,0.0,0,1.25
308,asau,RO,46.43,26.4,clear sky,66.0,0,84,0.0,0,4.61
309,walvis bay,NA,-22.96,14.51,clear sky,73.4,0,16,0.0,0,13.87
310,elizabeth city,US,36.29,-76.25,clear sky,86.0,1,58,0.0,0,6.93
311,bayji,IQ,34.93,43.49,clear sky,84.15,0,16,0.0,0,4.36
312,souillac,MU,-20.52,57.52,shower rain,69.8,75,83,0.0,0,13.87
313,pulaski,US,34.77,-92.3,broken clouds,91.4,75,63,0.0,0,5.82
314,ladario,BR,-19.0,-57.6,overcast clouds,62.01,98,54,0.0,0,2.75
315,roros,NO,62.57,11.38,light rain,39.2,100,100,0.0,0,4.7
316,alta floresta,BR,-9.88,-56.09,overcast clouds,75.54,100,61,0.0,0,3.4
317,broome,US,42.25,-75.83,clear sky,82.4,1,45,0.0,0,10.29
318,san vicente,AR,-26.62,-54.13,scattered clouds,40.64,42,100,0.0,0,2.93
319,shache,CN,38.42,77.24,broken clouds,73.72,61,20,0.0,0,3.42
320,conakry,GN,9.54,-13.68,moderate rain,77.63,100,87,1.52,0,12.46
321,takoradi,GH,4.88,-1.76,broken clouds,76.28,62,88,0.0,0,9.78
322,paita,PE,-5.09,-81.11,broken clouds,64.0,53,83,0.0,0,14.9
323,namatanai,PG,-3.67,152.43,light rain,82.6,44,75,0.58,0,6.4
324,ixtapa,MX,20.7,-105.2,overcast clouds,86.0,90,70,0.0,0,10.29
325,murmashi,RU,68.82,32.81,clear sky,42.8,0,87,0.0,0,2.24
326,portland,US,45.52,-122.68,few clouds,73.99,20,43,0.0,0,5.82
327,aswan,EG,24.09,32.91,clear sky,80.89,8,20,0.0,0,5.12
328,morro agudo,BR,-20.73,-48.06,broken clouds,64.4,55,34,0.0,0,2.24
329,nouadhibou,MR,20.93,-17.03,clear sky,68.0,0,88,0.0,0,12.75
330,dehloran,IR,32.69,47.27,clear sky,88.48,0,13,0.0,0,4.5
331,tucuma,BR,-0.18,-50.05,few clouds,76.95,17,91,0.0,0,5.64
332,general artigas,PY,-26.93,-56.22,broken clouds,48.2,64,87,0.0,0,4.7
333,boende,CD,-0.22,20.87,broken clouds,73.29,76,89,0.0,0,0.74
334,santiago,CL,-33.46,-70.65,broken clouds,55.4,75,82,0.0,0,3.36
335,kaseda,JP,31.42,130.32,light intensity shower rain,69.8,90,83,0.0,0,8.05
336,thompson,CA,55.74,-97.86,few clouds,75.2,20,69,0.0,0,10.29
337,egvekinot,RU,66.32,-179.17,broken clouds,46.63,73,70,0.0,0,5.66
338,shingu,JP,33.73,135.98,light rain,71.6,75,78,0.0,0,2.24
339,prachuap khiri khan,TH,11.82,99.78,overcast clouds,80.17,100,80,0.0,0,7.72
340,jawhar,SO,2.78,45.5,broken clouds,74.39,82,82,0.0,0,13.78
341,praia,CV,14.92,-23.51,broken clouds,78.8,75,78,0.0,0,10.29
342,gayny,RU,60.31,54.32,light rain,53.55,100,98,0.46,0,4.72
343,tuatapere,NZ,-46.13,167.68,broken clouds,39.0,60,83,0.0,0,3.0
344,carballo,ES,43.21,-8.69,clear sky,53.01,10,84,0.0,0,1.95
345,rehoboth,NA,-23.32,17.08,clear sky,45.3,0,56,0.0,0,3.71
346,jumla,NP,29.27,82.18,broken clouds,63.46,71,68,0.0,0,0.38
347,guanica,PR,17.97,-66.91,clear sky,86.0,2,72,0.0,0,1.01
348,vao,NC,-22.67,167.48,scattered clouds,69.03,37,58,0.0,0,14.25
349,aljezur,PT,37.32,-8.8,clear sky,66.0,0,66,0.0,0,15.14
350,mazamari,PE,-11.33,-74.53,scattered clouds,72.9,39,73,0.0,0,0.29
351,kupang,ID,-10.17,123.58,few clouds,71.6,20,83,0.0,0,5.82
352,comodoro rivadavia,AR,-45.87,-67.5,overcast clouds,44.6,100,87,0.0,0,2.24
353,gazli,UZ,40.13,63.45,few clouds,66.25,21,27,0.0,0,14.25
354,gornopravdinsk,RU,60.05,69.9,clear sky,52.79,10,87,0.0,0,6.15
355,alyangula,AU,-13.85,136.42,clear sky,77.0,1,83,0.0,0,8.05
356,los algarrobos,PA,8.5,-82.43,overcast clouds,68.0,100,97,0.0,0,1.01
357,mantua,IT,45.17,10.78,moderate rain,71.01,70,90,1.22,0,7.0
358,fairbanks,US,64.84,-147.72,clear sky,66.0,1,42,0.0,0,9.17
359,buraydah,SA,26.33,43.98,clear sky,95.0,0,20,0.0,0,19.46
360,gidole,ET,5.65,37.37,overcast clouds,56.82,95,89,0.0,0,2.35
361,saint-joseph,RE,-21.37,55.62,light rain,60.8,47,77,0.15,0,5.82
362,mocuba,MZ,-16.84,36.99,few clouds,60.91,15,94,0.0,0,2.77
363,kiri buru,IN,22.08,85.35,light rain,79.59,100,81,0.23,0,2.8
364,novikovo,RU,51.15,37.89,broken clouds,64.02,56,73,0.0,0,3.56
365,quatre cocos,MU,-20.21,57.76,shower rain,69.8,75,83,0.0,0,13.87
366,beringovskiy,RU,63.05,179.32,scattered clouds,53.33,48,54,0.0,0,12.1
367,ayr,GB,55.46,-4.63,scattered clouds,53.6,40,71,0.0,0,3.36
368,inhambane,MZ,-23.86,35.38,clear sky,63.57,0,76,0.0,0,4.32
369,andrews,US,32.32,-102.55,thunderstorm,91.4,40,29,0.0,0,12.75
370,makubetsu,JP,45.37,141.82,few clouds,59.0,20,82,0.0,0,2.24
371,salinopolis,BR,-0.61,-47.36,light rain,79.39,80,83,0.22,0,9.24
372,narsaq,GL,60.92,-46.05,overcast clouds,53.6,100,54,0.0,0,3.36
373,sioux lookout,CA,50.1,-91.92,few clouds,86.0,20,35,0.0,0,5.82
374,belmonte,BR,-15.86,-38.88,scattered clouds,73.4,49,88,0.0,0,4.7
375,hauterive,FR,46.09,3.45,scattered clouds,62.6,44,67,0.0,0,3.36
376,kholodnyy,RU,62.72,147.95,broken clouds,55.72,82,56,0.0,0,1.45
377,najran,SA,17.49,44.13,overcast clouds,86.0,93,22,0.0,0,3.36
378,borogontsy,RU,62.67,131.17,overcast clouds,68.14,92,49,0.0,0,13.71
379,bonavista,CA,48.65,-53.11,moderate rain,50.0,99,78,1.32,0,1.99
380,carroll,US,39.55,-77.02,clear sky,93.2,1,36,0.0,0,4.81
381,husavik,IS,66.04,-17.34,overcast clouds,50.0,92,57,0.0,0,9.17
382,dharmadam,IN,11.78,75.43,moderate rain,76.32,100,92,1.9,0,1.36
383,pemangkat,ID,1.17,108.97,clear sky,76.39,9,90,0.0,0,4.59
384,senneterre,CA,48.38,-77.23,broken clouds,69.8,75,94,0.0,0,6.93
385,mitu,CO,1.2,-70.17,light rain,74.37,99,96,0.93,0,1.48
386,ambon,ID,-3.7,128.18,broken clouds,75.2,75,100,0.0,0,8.05
387,dattapur,IN,20.77,78.17,overcast clouds,86.49,98,62,0.0,0,9.66
388,azanka,RU,58.04,64.79,few clouds,49.66,18,82,0.0,0,2.35
389,angul,IN,20.85,85.1,overcast clouds,82.83,94,81,0.0,0,2.53
390,taloda,IN,21.57,74.22,overcast clouds,82.11,99,75,0.0,0,14.18
391,rimbey,CA,52.63,-114.24,broken clouds,69.8,75,40,0.0,0,6.93
392,mar del plata,AR,-38.0,-57.56,overcast clouds,48.99,90,93,0.0,0,3.36
393,kashin,RU,57.36,37.61,scattered clouds,58.23,38,97,0.0,0,4.52
394,soe,ID,-9.86,124.28,few clouds,68.11,21,83,0.0,0,7.72
395,dawson creek,CA,55.77,-120.24,clear sky,62.6,1,59,0.0,0,3.36
396,matagami,CA,49.75,-77.63,clear sky,82.4,1,30,0.0,0,8.05
397,klaksvik,FO,62.23,-6.59,overcast clouds,42.8,100,87,0.0,0,4.7
398,galveston,US,29.37,-94.97,haze,91.0,1,70,0.0,0,14.99
399,alice springs,AU,-23.7,133.88,scattered clouds,52.0,50,66,0.0,0,17.94
400,pitimbu,BR,-7.47,-34.81,broken clouds,73.4,52,100,0.0,0,3.36
401,sibolga,ID,1.74,98.78,overcast clouds,78.17,100,75,0.0,0,3.24
402,san cristobal,VE,7.77,-72.22,scattered clouds,82.4,40,54,0.0,0,12.75
403,nador,MA,35.17,-2.93,broken clouds,86.0,84,27,0.0,0,9.17
404,ani-e,PH,8.61,124.87,scattered clouds,79.0,38,85,0.0,0,1.72
405,vila velha,BR,-20.33,-40.29,overcast clouds,71.6,90,78,0.0,0,6.93
406,barranca,PE,-10.75,-77.77,broken clouds,59.13,56,90,0.0,0,6.93
407,westport,US,41.14,-73.36,clear sky,86.0,1,48,0.0,0,8.05
408,ucluelet,CA,48.93,-125.55,overcast clouds,57.0,90,87,0.0,0,6.93
409,srednekolymsk,RU,67.45,153.68,light rain,41.0,100,89,0.18,0,7.16
410,yar-sale,RU,66.83,70.83,few clouds,56.89,21,74,0.0,0,7.25
411,koumac,NC,-20.57,164.28,broken clouds,71.53,59,58,0.0,0,9.62
412,komsomolskiy,UZ,40.43,71.72,clear sky,64.4,0,52,0.0,0,4.7
413,tariba,VE,7.82,-72.22,scattered clouds,82.4,40,54,0.0,0,12.75
414,samokov,BG,42.33,23.55,clear sky,61.0,5,57,0.0,0,3.18
415,lazurne,UA,46.08,32.53,clear sky,76.33,0,68,0.0,0,9.22
416,santa rosa,PH,14.31,121.11,broken clouds,86.0,82,77,0.0,0,5.28
417,antsohihy,MG,-14.88,47.99,scattered clouds,69.64,42,59,0.0,0,11.48
418,palmer,US,42.16,-72.33,scattered clouds,89.6,40,43,0.0,0,10.29
419,uyuni,BO,-20.46,-66.83,clear sky,41.5,10,44,0.0,0,12.01
420,chernyshevskiy,RU,63.01,112.47,overcast clouds,62.91,100,43,0.0,0,9.15
421,de aar,ZA,-30.65,24.01,clear sky,43.54,0,53,0.0,0,5.17
422,karpathos,GR,35.51,27.21,clear sky,75.2,1,88,0.0,0,16.11
423,berbera,SO,10.44,45.01,scattered clouds,90.55,38,40,0.0,0,28.3
424,severnoye,RU,56.35,78.36,overcast clouds,58.23,100,98,0.0,0,7.83
425,sangar,RU,63.92,127.47,overcast clouds,64.8,93,56,0.0,0,18.48
426,vestmannaeyjar,IS,63.44,-20.27,clear sky,50.79,7,79,0.0,0,20.76
427,coihueco,CL,-36.62,-71.83,mist,46.4,90,100,0.0,0,2.24
428,riyadh,SA,24.69,46.72,clear sky,89.6,0,25,0.0,0,5.57
429,oussouye,SN,12.48,-16.55,light rain,77.0,20,94,0.0,0,4.7
430,listowel,IE,52.45,-9.48,broken clouds,53.6,75,81,0.0,0,8.05
431,manadhoo,MV,5.77,73.38,overcast clouds,83.37,100,77,0.0,0,9.53
432,toguchin,RU,55.24,84.39,clear sky,63.77,0,93,0.0,0,6.49
433,blackwater,AU,-23.58,148.88,clear sky,67.68,0,58,0.0,0,5.37
434,doha,QA,25.29,51.53,few clouds,91.4,14,84,0.0,0,8.05
435,camacha,PT,33.08,-16.33,scattered clouds,71.6,40,73,0.0,0,11.41
436,dunedin,NZ,-45.87,170.5,clear sky,42.01,3,82,0.0,0,4.0
437,havre-saint-pierre,CA,50.23,-63.6,overcast clouds,59.0,90,77,0.0,0,4.7
438,dingle,PH,11.0,122.67,broken clouds,83.1,63,73,0.0,0,2.06
439,kumbo,CM,6.2,10.67,light rain,60.48,79,91,0.2,0,1.57
440,mareeba,AU,-17.0,145.43,scattered clouds,70.0,28,70,0.0,0,8.01
441,biggar,GB,55.62,-3.52,overcast clouds,52.0,100,76,0.0,0,4.0
442,black river,JM,18.03,-77.85,scattered clouds,87.01,40,66,0.0,0,8.05
443,aksha,RU,50.28,113.29,scattered clouds,69.06,31,60,0.0,0,3.02
444,bodden town,KY,19.28,-81.25,few clouds,86.0,20,74,0.0,0,9.17
445,sao gabriel da cachoeira,BR,-0.13,-67.09,light rain,75.58,99,93,0.23,0,1.3
446,barra patuca,HN,15.8,-84.28,overcast clouds,77.0,100,82,0.0,0,1.92
447,muros,ES,42.78,-9.06,clear sky,55.0,0,80,0.0,0,1.01
448,wajir,KE,1.75,40.06,broken clouds,73.02,65,68,0.0,0,15.75
449,klobuck,PL,50.9,18.94,overcast clouds,66.0,98,100,0.0,0,1.83
450,coihaique,CL,-45.58,-72.07,scattered clouds,41.0,40,80,0.0,0,2.24
451,ylojarvi,FI,61.56,23.6,broken clouds,55.99,75,93,0.0,0,5.82
452,santa cruz,BO,-17.8,-63.17,overcast clouds,64.4,90,55,0.0,0,4.7
453,amahai,ID,-3.33,128.92,light rain,79.27,74,83,0.12,0,3.98
454,muisne,EC,0.6,-80.03,broken clouds,75.15,82,85,0.0,0,8.9
455,ballina,AU,-28.87,153.57,clear sky,66.0,0,77,0.0,0,6.29
456,pinawa,CA,50.15,-95.88,clear sky,88.63,0,43,0.0,0,8.61
457,griffin,US,33.25,-84.26,clear sky,87.01,1,58,0.0,0,1.32
458,camocim,BR,-2.9,-40.84,overcast clouds,77.11,89,82,0.0,0,10.71
459,caravelas,BR,-17.71,-39.25,scattered clouds,72.61,32,88,0.0,0,4.0
460,banjar,ID,-8.19,114.97,scattered clouds,75.2,40,100,0.0,0,3.36
461,grand gaube,MU,-20.01,57.66,light rain,69.01,14,78,0.51,0,5.99
462,tazovskiy,RU,67.47,78.7,overcast clouds,56.53,98,77,0.0,0,13.98
463,naivasha,KE,-0.72,36.44,broken clouds,54.0,67,90,0.0,0,1.99
464,cururupu,BR,-1.83,-44.87,broken clouds,74.77,70,93,0.0,0,2.91
465,altamira,BR,-3.2,-52.21,broken clouds,76.53,71,75,0.0,0,1.88
466,koping,SE,59.51,15.99,clear sky,55.99,0,71,0.0,0,4.7
467,port lincoln,AU,-34.73,135.87,few clouds,57.18,21,72,0.0,0,15.5
468,sofia,BG,42.7,23.32,scattered clouds,71.6,30,68,0.0,0,13.87
469,vardo,NO,70.37,31.11,overcast clouds,47.07,92,84,0.0,0,6.4
470,pondicherry,IN,11.93,79.83,overcast clouds,81.97,100,76,0.0,0,7.85
471,pisco,PE,-13.7,-76.22,clear sky,64.4,9,72,0.0,0,6.93
472,axim,GH,4.87,-2.24,broken clouds,76.57,63,87,0.0,0,9.95
473,tahta,EG,26.77,31.5,clear sky,78.21,0,22,0.0,0,5.19
474,kloulklubed,PW,7.04,134.26,broken clouds,82.4,75,83,0.0,0,4.7
475,natal,BR,-5.79,-35.21,light rain,75.2,71,94,0.3,0,4.7
476,mitsamiouli,KM,-11.38,43.28,broken clouds,76.3,53,70,0.0,0,6.17
477,kysyl-syr,RU,63.9,122.76,broken clouds,65.66,54,49,0.0,0,12.35
478,gigmoto,PH,13.78,124.39,broken clouds,84.67,58,69,0.0,0,2.73
479,hambantota,LK,6.12,81.12,overcast clouds,80.85,97,79,0.0,0,14.61
480,nizhnyaya omka,RU,55.43,74.94,few clouds,58.21,23,94,0.0,0,8.23
481,verkhnyaya inta,RU,65.98,60.31,overcast clouds,56.93,96,70,0.0,0,7.61
482,blagoyevo,RU,63.37,47.92,clear sky,51.71,0,96,0.0,0,3.44
483,makurdi,NG,7.74,8.51,light rain,77.61,93,88,0.23,0,6.55
484,bad hofgastein,AT,47.17,13.1,light rain,57.0,100,99,0.33,0,3.56
485,mayo,US,38.89,-76.51,clear sky,88.0,1,48,0.0,0,4.7
486,sinnamary,GF,5.38,-52.95,broken clouds,78.62,59,87,0.0,0,9.51
487,makokou,GA,0.57,12.86,light rain,69.71,88,97,0.33,0,3.33
488,ukiah,US,39.15,-123.21,clear sky,91.4,1,22,0.0,0,13.87
489,umm lajj,SA,25.02,37.27,clear sky,80.22,0,52,0.0,0,2.44
490,vryburg,ZA,-26.96,24.73,clear sky,43.7,0,63,0.0,0,3.89
491,verkhoyansk,RU,67.54,133.38,few clouds,67.42,18,43,0.0,0,9.04
492,gracias,HN,14.58,-88.58,moderate rain,71.83,90,82,1.09,0,1.36
493,jedrzejow,PL,50.64,20.3,light rain,64.0,100,99,0.38,0,2.84
494,port hawkesbury,CA,45.62,-61.35,few clouds,73.4,20,78,0.0,0,4.7
495,salalah,OM,17.02,54.09,light intensity drizzle,82.4,75,94,0.0,0,5.82
496,ibra,OM,22.69,58.53,clear sky,80.42,0,75,0.0,0,3.09
497,itarema,BR,-2.92,-39.92,scattered clouds,77.76,47,81,0.0,0,12.37
498,olafsvik,IS,64.89,-23.71,clear sky,52.0,0,77,0.0,0,5.21
499,naryan-mar,RU,67.67,53.09,light rain,58.71,100,76,0.22,0,12.21
500,beloha,MG,-25.17,45.05,clear sky,56.91,0,86,0.0,0,6.73
501,binga,ZW,-17.62,27.34,clear sky,54.66,0,68,0.0,0,3.15
502,ughelli,NG,5.49,6.01,overcast clouds,74.84,100,96,0.0,0,3.11
503,bandarbeyla,SO,9.49,50.81,scattered clouds,80.92,29,58,0.0,0,32.32
504,pochutla,MX,15.74,-96.47,thunderstorm,82.4,75,69,0.0,0,5.82
505,katangli,RU,51.71,143.23,broken clouds,59.45,72,65,0.0,0,11.54
506,kawalu,ID,-7.38,108.21,overcast clouds,72.21,96,90,0.0,0,1.05
507,mount isa,AU,-20.73,139.5,scattered clouds,69.8,28,37,0.0,0,14.99
508,craig,US,40.52,-107.55,clear sky,86.0,1,11,0.0,0,19.46
509,caraquet,CA,47.79,-64.94,overcast clouds,59.0,90,87,0.0,0,4.7
510,diffa,NE,13.32,12.61,scattered clouds,90.66,45,31,0.0,0,7.4
511,kirkenaer,NO,60.46,12.06,scattered clouds,44.01,50,77,0.0,0,1.79
512,bathsheba,BB,13.22,-59.52,shower rain,82.4,40,74,0.0,0,21.92
513,sistranda,NO,63.73,8.83,scattered clouds,50.0,40,81,0.0,0,9.17
514,jacmel,HT,18.23,-72.53,light rain,78.8,75,88,0.0,0,4.7
515,kantang,TH,7.41,99.52,thunderstorm,77.0,40,100,0.0,0,0.51
516,ivanteyevka,RU,55.97,37.92,broken clouds,66.0,80,82,0.0,0,6.71
517,galle,LK,6.04,80.22,moderate rain,80.01,100,84,3.36,0,12.06
518,ust-kulom,RU,61.69,53.69,light rain,53.55,92,97,0.44,0,5.03
519,moosomin,CA,50.13,-101.67,scattered clouds,78.3,26,67,0.0,0,6.49
520,changde,CN,29.05,111.68,broken clouds,75.33,84,90,0.0,0,0.54
521,kurilsk,RU,45.23,147.88,broken clouds,52.5,66,81,0.0,0,7.14
522,khromtau,KZ,50.25,58.43,scattered clouds,60.26,28,52,0.0,0,4.21
523,lavumisa,SZ,-27.31,31.89,clear sky,50.0,0,93,0.0,0,1.12
524,amapa,BR,1.0,-52.0,overcast clouds,73.49,100,98,0.0,0,2.59
525,tigil,RU,57.8,158.67,light rain,47.25,100,88,0.39,0,6.51
526,mogok,MM,22.92,96.5,overcast clouds,67.71,100,100,0.0,0,3.02
527,tanuku,IN,16.75,81.7,overcast clouds,79.92,100,85,0.0,0,6.96
528,aborlan,PH,9.44,118.55,overcast clouds,82.09,100,73,0.0,0,3.06
529,verrettes,HT,19.05,-72.47,light rain,78.8,75,88,0.0,0,4.7
530,tura,IN,25.52,90.22,heavy intensity rain,75.22,100,99,5.55,0,5.12
531,turbat,PK,26.0,63.04,clear sky,84.22,7,74,0.0,0,2.37
532,northam,GB,51.03,-4.22,broken clouds,57.0,77,90,0.0,0,8.01
533,magadan,RU,59.57,150.8,clear sky,56.68,3,60,0.0,0,5.79
534,manyana,BW,-23.4,21.72,clear sky,45.99,0,56,0.0,0,4.21
535,kruisfontein,ZA,-34.0,24.73,clear sky,54.07,9,78,0.0,0,12.44
536,burns lake,CA,54.23,-125.75,light rain,46.06,100,91,0.69,0,4.97
537,la ronge,CA,55.1,-105.28,thunderstorm with heavy rain,59.0,90,93,0.0,0,11.41
538,busayra,JO,30.74,35.61,clear sky,65.52,0,50,0.0,0,2.91
539,saucillo,MX,28.02,-105.28,scattered clouds,91.85,35,27,0.0,0,5.66
540,inirida,CO,3.87,-67.92,overcast clouds,75.13,100,97,0.0,0,2.21
541,guatire,VE,10.48,-66.54,few clouds,75.0,23,69,0.0,0,3.09
542,chandpur,IN,29.15,78.27,clear sky,89.35,0,54,0.0,0,10.71
543,kutum,SD,14.2,24.67,overcast clouds,77.0,96,57,0.0,0,13.44
544,pingliang,CN,35.54,106.69,overcast clouds,73.33,100,47,0.0,0,1.7
545,windhoek,NA,-22.56,17.08,clear sky,53.6,0,30,0.0,0,8.05
546,atar,MR,20.52,-13.05,clear sky,94.44,4,20,0.0,0,3.85
547,fairview,US,40.81,-74.0,scattered clouds,91.4,40,38,0.0,0,3.36
548,quelimane,MZ,-17.88,36.89,broken clouds,68.0,75,88,0.0,0,3.36
549,bahia de caraquez,EC,-0.6,-80.42,overcast clouds,75.2,90,83,0.0,0,5.82
550,olinda,BR,-8.01,-34.86,scattered clouds,78.8,40,83,0.0,0,6.93
